Date,Source,Site ID,POC,Daily Mean PM2.5 Concentration,Units,Daily AQI Value,Local Site Name,Daily Obs Count,Percent Complete,AQS Parameter Code,AQS Parameter Description,Method Code,Method Description,CBSA Code,CBSA Name,State FIPS Code,State,County FIPS Code,County,Site Latitude,Site Longitude
1/1/2000,AQS,060010007,1,13.9,ug/m3 LC,60,Livermore,1,100,88101,PM2.5 - Local Conditions,120,Andersen RAAS2.5-300 PM2.5 SEQ w/WINS,41860,"San Francisco-Oakland-Hayward, CA",06,California,001,Alameda,37.687526,-121.784217
1/16/2000,AQS,060010007,1,12.1,ug/m3 LC,57,Livermore,1,100,88101,PM2.5 - Local Conditions,120,Andersen RAAS2.5-300 PM2.5 SEQ w/WINS,41860,"San Francisco-Oakland-Hayward, CA",06,California,001,Alameda,37.687526,-121.784217
1/19/2000,AQS,060010007,1,8.7,ug/m3 LC,48,Livermore,1,100,88101,PM2.5 - Local Conditions,120,Andersen RAAS2.5-300 PM2.5 SEQ w/WINS,41860,"San Francisco-Oakland-Hayward, CA",06,California,001,Alameda,37.687526,-121.784217
1/22/2000,AQS,060010007,1,14.6,ug/m3 LC,61,Livermore,1,100,88101,PM2.5 - Local Conditions,120,Andersen RAAS2.5-300 PM2.5 SEQ w/WINS,41860,"San Francisco-Oakland-Hayward, CA",06,California,001,Alameda,37.687526,-121.784217
1/25/2000,AQS,060010007,1,6.3,ug/m3 LC,35,Livermore,1,100,88101,PM2.5 - Local Conditions,120,Andersen RAAS2.5-300 PM2.5 SEQ w/WINS,41860,"San Francisco-Oakland-Hayward, CA",06,California,001,Alameda,37.687526,-121.784217
1/28/2000,AQS,060010007,1,29.2,ug/m3 LC,88,Livermore,1,100,88101,PM2.5 - Local Conditions,120,Andersen RAAS2.5-300 PM2.5 SEQ w/WINS,41860,"San Francisco-Oakland-Hayward, CA",06,California,001,Alameda,37.687526,-121.784217
1/31/2000,AQS,060010007,1,7.5,ug/m3 LC,42,Livermore,1,100,88101,PM2.5 - Local Conditions,120,Andersen RAAS2.5-300 PM2.5 SEQ w/WINS,41860,"San Francisco-Oakland-Hayward, CA",06,California,001,Alameda,37.687526,-121.784217
2/5/2000,AQS,060010007,1,9.7,ug/m3 LC,52,Livermore,1,100,88101,PM2.5 - Local Conditions,120,Andersen RAAS2.5-300 PM2.5 SEQ w/WINS,41860,"San Francisco-Oakland-Hayward, CA",06,California,001,Alameda,37.687526,-121.784217
2/6/2000,AQS,060010007,1,15.6,ug/m3 LC,63,Livermore,1,100,88101,PM2.5 - Local Conditions,120,Andersen RAAS2.5-300 PM2.5 SEQ w/WINS,41860,"San Francisco-Oakland-Hayward, CA",06,California,001,Alameda,37.687526,-121.784217
2/9/2000,AQS,060010007,1,20.4,ug/m3 LC,72,Livermore,1,100,88101,PM2.5 - Local Conditions,120,Andersen RAAS2.5-300 PM2.5 SEQ w/WINS,41860,"San Francisco-Oakland-Hayward, CA",06,California,001,Alameda,37.687526,-121.784217
2/12/2000,AQS,060010007,1,3.5,ug/m3 LC,19,Livermore,1,100,88101,PM2.5 - Local Conditions,120,Andersen RAAS2.5-300 PM2.5 SEQ w/WINS,41860,"San Francisco-Oakland-Hayward, CA",06,California,001,Alameda,37.687526,-121.784217
2/15/2000,AQS,060010007,1,9.6,ug/m3 LC,52,Livermore,1,100,88101,PM2.5 - Local Conditions,120,Andersen RAAS2.5-300 PM2.5 SEQ w/WINS,41860,"San Francisco-Oakland-Hayward, CA",06,California,001,Alameda,37.687526,-121.784217
2/18/2000,AQS,060010007,1,14.3,ug/m3 LC,61,Livermore,1,100,88101,PM2.5 - Local Conditions,120,Andersen RAAS2.5-300 PM2.5 SEQ w/WINS,41860,"San Francisco-Oakland-Hayward, CA",06,California,001,Alameda,37.687526,-121.784217
2/21/2000,AQS,060010007,1,3.7,ug/m3 LC,21,Livermore,1,100,88101,PM2.5 - Local Conditions,120,Andersen RAAS2.5-300 PM2.5 SEQ w/WINS,41860,"San Francisco-Oakland-Hayward, CA",06,California,001,Alameda,37.687526,-121.784217
2/24/2000,AQS,060010007,1,7,ug/m3 LC,39,Livermore,1,100,88101,PM2.5 - Local Conditions,120,Andersen RAAS2.5-300 PM2.5 SEQ w/WINS,41860,"San Francisco-Oakland-Hayward, CA",06,California,001,Alameda,37.687526,-121.784217
2/27/2000,AQS,060010007,1,3.7,ug/m3 LC,21,Livermore,1,100,88101,PM2.5 - Local Conditions,120,Andersen RAAS2.5-300 PM2.5 SEQ w/WINS,41860,"San Francisco-Oakland-Hayward, CA",06,California,001,Alameda,37.687526,-121.784217
3/1/2000,AQS,060010007,1,9.4,ug/m3 LC,52,Livermore,1,100,88101,PM2.5 - Local Conditions,120,Andersen RAAS2.5-300 PM2.5 SEQ w/WINS,41860,"San Francisco-Oakland-Hayward, CA",06,California,001,Alameda,37.687526,-121.784217
3/4/2000,AQS,060010007,1,9.4,ug/m3 LC,52,Livermore,1,100,88101,PM2.5 - Local Conditions,120,Andersen RAAS2.5-300 PM2.5 SEQ w/WINS,41860,"San Francisco-Oakland-Hayward, CA",06,California,001,Alameda,37.687526,-121.784217
3/7/2000,AQS,060010007,1,6.9,ug/m3 LC,38,Livermore,1,100,88101,PM2.5 - Local Conditions,120,Andersen RAAS2.5-300 PM2.5 SEQ w/WINS,41860,"San Francisco-Oakland-Hayward, CA",06,California,001,Alameda,37.687526,-121.784217
3/10/2000,AQS,060010007,1,8.4,ug/m3 LC,47,Livermore,1,100,88101,PM2.5 - Local Conditions,120,Andersen RAAS2.5-300 PM2.5 SEQ w/WINS,41860,"San Francisco-Oakland-Hayward, CA",06,California,001,Alameda,37.687526,-121.784217
3/13/2000,AQS,060010007,1,8.6,ug/m3 LC,48,Livermore,1,100,88101,PM2.5 - Local Conditions,120,Andersen RAAS2.5-300 PM2.5 SEQ w/WINS,41860,"San Francisco-Oakland-Hayward, CA",06,California,001,Alameda,37.687526,-121.784217
3/16/2000,AQS,060010007,1,9,ug/m3 LC,50,Livermore,1,100,88101,PM2.5 - Local Conditions,120,Andersen RAAS2.5-300 PM2.5 SEQ w/WINS,41860,"San Francisco-Oakland-Hayward, CA",06,California,001,Alameda,37.687526,-121.784217
3/19/2000,AQS,060010007,1,8.5,ug/m3 LC,47,Livermore,1,100,88101,PM2.5 - Local Conditions,120,Andersen RAAS2.5-300 PM2.5 SEQ w/WINS,41860,"San Francisco-Oakland-Hayward, CA",06,California,001,Alameda,37.687526,-121.784217
3/22/2000,AQS,060010007,1,9.1,ug/m3 LC,51,Livermore,1,100,88101,PM2.5 - Local Conditions,120,Andersen RAAS2.5-300 PM2.5 SEQ w/WINS,41860,"San Francisco-Oakland-Hayward, CA",06,California,001,Alameda,37.687526,-121.784217
3/25/2000,AQS,060010007,1,7.7,ug/m3 LC,43,Livermore,1,100,88101,PM2.5 - Local Conditions,120,Andersen RAAS2.5-300 PM2.5 SEQ w/WINS,41860,"San Francisco-Oakland-Hayward, CA",06,California,001,Alameda,37.687526,-121.784217
3/28/2000,AQS,060010007,1,6.3,ug/m3 LC,35,Livermore,1,100,88101,PM2.5 - Local Conditions,120,Andersen RAAS2.5-300 PM2.5 SEQ w/WINS,41860,"San Francisco-Oakland-Hayward, CA",06,California,001,Alameda,37.687526,-121.784217
3/31/2000,AQS,060010007,1,3.4,ug/m3 LC,19,Livermore,1,100,88101,PM2.5 - Local Conditions,120,Andersen RAAS2.5-300 PM2.5 SEQ w/WINS,41860,"San Francisco-Oakland-Hayward, CA",06,California,001,Alameda,37.687526,-121.784217
4/6/2000,AQS,060010007,1,9,ug/m3 LC,50,Livermore,1,100,88101,PM2.5 - Local Conditions,120,Andersen RAAS2.5-300 PM2.5 SEQ w/WINS,41860,"San Francisco-Oakland-Hayward, CA",06,California,001,Alameda,37.687526,-121.784217
4/12/2000,AQS,060010007,1,5,ug/m3 LC,28,Livermore,1,100,88101,PM2.5 - Local Conditions,120,Andersen RAAS2.5-300 PM2.5 SEQ w/WINS,41860,"San Francisco-Oakland-Hayward, CA",06,California,001,Alameda,37.687526,-121.784217
4/18/2000,AQS,060010007,1,4.7,ug/m3 LC,26,Livermore,1,100,88101,PM2.5 - Local Conditions,120,Andersen RAAS2.5-300 PM2.5 SEQ w/WINS,41860,"San Francisco-Oakland-Hayward, CA",06,California,001,Alameda,37.687526,-121.784217
4/24/2000,AQS,060010007,1,6.7,ug/m3 LC,37,Livermore,1,100,88101,PM2.5 - Local Conditions,120,Andersen RAAS2.5-300 PM2.5 SEQ w/WINS,41860,"San Francisco-Oakland-Hayward, CA",06,California,001,Alameda,37.687526,-121.784217
4/30/2000,AQS,060010007,1,6.4,ug/m3 LC,36,Livermore,1,100,88101,PM2.5 - Local Conditions,120,Andersen RAAS2.5-300 PM2.5 SEQ w/WINS,41860,"San Francisco-Oakland-Hayward, CA",06,California,001,Alameda,37.687526,-121.784217
5/6/2000,AQS,060010007,1,5.6,ug/m3 LC,31,Livermore,1,100,88101,PM2.5 - Local Conditions,120,Andersen RAAS2.5-300 PM2.5 SEQ w/WINS,41860,"San Francisco-Oakland-Hayward, CA",06,California,001,Alameda,37.687526,-121.784217
5/12/2000,AQS,060010007,1,4.9,ug/m3 LC,27,Livermore,1,100,88101,PM2.5 - Local Conditions,120,Andersen RAAS2.5-300 PM2.5 SEQ w/WINS,41860,"San Francisco-Oakland-Hayward, CA",06,California,001,Alameda,37.687526,-121.784217
5/18/2000,AQS,060010007,1,8,ug/m3 LC,44,Livermore,1,100,88101,PM2.5 - Local Conditions,120,Andersen RAAS2.5-300 PM2.5 SEQ w/WINS,41860,"San Francisco-Oakland-Hayward, CA",06,California,001,Alameda,37.687526,-121.784217
5/24/2000,AQS,060010007,1,8.7,ug/m3 LC,48,Livermore,1,100,88101,PM2.5 - Local Conditions,120,Andersen RAAS2.5-300 PM2.5 SEQ w/WINS,41860,"San Francisco-Oakland-Hayward, CA",06,California,001,Alameda,37.687526,-121.784217
5/30/2000,AQS,060010007,1,9.3,ug/m3 LC,51,Livermore,1,100,88101,PM2.5 - Local Conditions,120,Andersen RAAS2.5-300 PM2.5 SEQ w/WINS,41860,"San Francisco-Oakland-Hayward, CA",06,California,001,Alameda,37.687526,-121.784217
6/5/2000,AQS,060010007,1,4.6,ug/m3 LC,26,Livermore,1,100,88101,PM2.5 - Local Conditions,120,Andersen RAAS2.5-300 PM2.5 SEQ w/WINS,41860,"San Francisco-Oakland-Hayward, CA",06,California,001,Alameda,37.687526,-121.784217
6/11/2000,AQS,060010007,1,5.4,ug/m3 LC,30,Livermore,1,100,88101,PM2.5 - Local Conditions,120,Andersen RAAS2.5-300 PM2.5 SEQ w/WINS,41860,"San Francisco-Oakland-Hayward, CA",06,California,001,Alameda,37.687526,-121.784217
6/17/2000,AQS,060010007,1,7.7,ug/m3 LC,43,Livermore,1,100,88101,PM2.5 - Local Conditions,120,Andersen RAAS2.5-300 PM2.5 SEQ w/WINS,41860,"San Francisco-Oakland-Hayward, CA",06,California,001,Alameda,37.687526,-121.784217
6/23/2000,AQS,060010007,1,13.8,ug/m3 LC,60,Livermore,1,100,88101,PM2.5 - Local Conditions,120,Andersen RAAS2.5-300 PM2.5 SEQ w/WINS,41860,"San Francisco-Oakland-Hayward, CA",06,California,001,Alameda,37.687526,-121.784217
6/29/2000,AQS,060010007,1,11,ug/m3 LC,55,Livermore,1,100,88101,PM2.5 - Local Conditions,120,Andersen RAAS2.5-300 PM2.5 SEQ w/WINS,41860,"San Francisco-Oakland-Hayward, CA",06,California,001,Alameda,37.687526,-121.784217
7/5/2000,AQS,060010007,1,4.2,ug/m3 LC,23,Livermore,1,100,88101,PM2.5 - Local Conditions,120,Andersen RAAS2.5-300 PM2.5 SEQ w/WINS,41860,"San Francisco-Oakland-Hayward, CA",06,California,001,Alameda,37.687526,-121.784217
7/11/2000,AQS,060010007,1,8.7,ug/m3 LC,48,Livermore,1,100,88101,PM2.5 - Local Conditions,120,Andersen RAAS2.5-300 PM2.5 SEQ w/WINS,41860,"San Francisco-Oakland-Hayward, CA",06,California,001,Alameda,37.687526,-121.784217
7/17/2000,AQS,060010007,1,7.6,ug/m3 LC,42,Livermore,1,100,88101,PM2.5 - Local Conditions,120,Andersen RAAS2.5-300 PM2.5 SEQ w/WINS,41860,"San Francisco-Oakland-Hayward, CA",06,California,001,Alameda,37.687526,-121.784217
7/23/2000,AQS,060010007,1,6.1,ug/m3 LC,34,Livermore,1,100,88101,PM2.5 - Local Conditions,120,Andersen RAAS2.5-300 PM2.5 SEQ w/WINS,41860,"San Francisco-Oakland-Hayward, CA",06,California,001,Alameda,37.687526,-121.784217
7/29/2000,AQS,060010007,1,6.5,ug/m3 LC,36,Livermore,1,100,88101,PM2.5 - Local Conditions,120,Andersen RAAS2.5-300 PM2.5 SEQ w/WINS,41860,"San Francisco-Oakland-Hayward, CA",06,California,001,Alameda,37.687526,-121.784217
8/5/2000,AQS,060010007,1,4.1,ug/m3 LC,23,Livermore,1,100,88101,PM2.5 - Local Conditions,120,Andersen RAAS2.5-300 PM2.5 SEQ w/WINS,41860,"San Francisco-Oakland-Hayward, CA",06,California,001,Alameda,37.687526,-121.784217
8/10/2000,AQS,060010007,1,6,ug/m3 LC,33,Livermore,1,100,88101,PM2.5 - Local Conditions,120,Andersen RAAS2.5-300 PM2.5 SEQ w/WINS,41860,"San Francisco-Oakland-Hayward, CA",06,California,001,Alameda,37.687526,-121.784217
8/16/2000,AQS,060010007,1,11.3,ug/m3 LC,55,Livermore,1,100,88101,PM2.5 - Local Conditions,120,Andersen RAAS2.5-300 PM2.5 SEQ w/WINS,41860,"San Francisco-Oakland-Hayward, CA",06,California,001,Alameda,37.687526,-121.784217
8/22/2000,AQS,060010007,1,10.4,ug/m3 LC,53,Livermore,1,100,88101,PM2.5 - Local Conditions,120,Andersen RAAS2.5-300 PM2.5 SEQ w/WINS,41860,"San Francisco-Oakland-Hayward, CA",06,California,001,Alameda,37.687526,-121.784217
8/28/2000,AQS,060010007,1,10.7,ug/m3 LC,54,Livermore,1,100,88101,PM2.5 - Local Conditions,120,Andersen RAAS2.5-300 PM2.5 SEQ w/WINS,41860,"San Francisco-Oakland-Hayward, CA",06,California,001,Alameda,37.687526,-121.784217
9/3/2000,AQS,060010007,1,5,ug/m3 LC,28,Livermore,1,100,88101,PM2.5 - Local Conditions,120,Andersen RAAS2.5-300 PM2.5 SEQ w/WINS,41860,"San Francisco-Oakland-Hayward, CA",06,California,001,Alameda,37.687526,-121.784217
9/9/2000,AQS,060010007,1,8.3,ug/m3 LC,46,Livermore,1,100,88101,PM2.5 - Local Conditions,120,Andersen RAAS2.5-300 PM2.5 SEQ w/WINS,41860,"San Francisco-Oakland-Hayward, CA",06,California,001,Alameda,37.687526,-121.784217
9/15/2000,AQS,060010007,1,4.7,ug/m3 LC,26,Livermore,1,100,88101,PM2.5 - Local Conditions,120,Andersen RAAS2.5-300 PM2.5 SEQ w/WINS,41860,"San Francisco-Oakland-Hayward, CA",06,California,001,Alameda,37.687526,-121.784217
9/21/2000,AQS,060010007,1,5.9,ug/m3 LC,33,Livermore,1,100,88101,PM2.5 - Local Conditions,120,Andersen RAAS2.5-300 PM2.5 SEQ w/WINS,41860,"San Francisco-Oakland-Hayward, CA",06,California,001,Alameda,37.687526,-121.784217
9/27/2000,AQS,060010007,1,8.8,ug/m3 LC,49,Livermore,1,100,88101,PM2.5 - Local Conditions,120,Andersen RAAS2.5-300 PM2.5 SEQ w/WINS,41860,"San Francisco-Oakland-Hayward, CA",06,California,001,Alameda,37.687526,-121.784217
10/3/2000,AQS,060010007,1,12,ug/m3 LC,56,Livermore,1,100,88101,PM2.5 - Local Conditions,120,Andersen RAAS2.5-300 PM2.5 SEQ w/WINS,41860,"San Francisco-Oakland-Hayward, CA",06,California,001,Alameda,37.687526,-121.784217
10/6/2000,AQS,060010007,1,16.7,ug/m3 LC,65,Livermore,1,100,88101,PM2.5 - Local Conditions,120,Andersen RAAS2.5-300 PM2.5 SEQ w/WINS,41860,"San Francisco-Oakland-Hayward, CA",06,California,001,Alameda,37.687526,-121.784217
10/9/2000,AQS,060010007,1,3.8,ug/m3 LC,21,Livermore,1,100,88101,PM2.5 - Local Conditions,120,Andersen RAAS2.5-300 PM2.5 SEQ w/WINS,41860,"San Francisco-Oakland-Hayward, CA",06,California,001,Alameda,37.687526,-121.784217
10/12/2000,AQS,060010007,1,9.6,ug/m3 LC,52,Livermore,1,100,88101,PM2.5 - Local Conditions,120,Andersen RAAS2.5-300 PM2.5 SEQ w/WINS,41860,"San Francisco-Oakland-Hayward, CA",06,California,001,Alameda,37.687526,-121.784217
10/18/2000,AQS,060010007,1,8.2,ug/m3 LC,46,Livermore,1,100,88101,PM2.5 - Local Conditions,120,Andersen RAAS2.5-300 PM2.5 SEQ w/WINS,41860,"San Francisco-Oakland-Hayward, CA",06,California,001,Alameda,37.687526,-121.784217
10/21/2000,AQS,060010007,1,3.3,ug/m3 LC,18,Livermore,1,100,88101,PM2.5 - Local Conditions,120,Andersen RAAS2.5-300 PM2.5 SEQ w/WINS,41860,"San Francisco-Oakland-Hayward, CA",06,California,001,Alameda,37.687526,-121.784217
10/24/2000,AQS,060010007,1,10.3,ug/m3 LC,53,Livermore,1,100,88101,PM2.5 - Local Conditions,120,Andersen RAAS2.5-300 PM2.5 SEQ w/WINS,41860,"San Francisco-Oakland-Hayward, CA",06,California,001,Alameda,37.687526,-121.784217
10/27/2000,AQS,060010007,1,5.2,ug/m3 LC,29,Livermore,1,100,88101,PM2.5 - Local Conditions,120,Andersen RAAS2.5-300 PM2.5 SEQ w/WINS,41860,"San Francisco-Oakland-Hayward, CA",06,California,001,Alameda,37.687526,-121.784217
10/30/2000,AQS,060010007,1,4.4,ug/m3 LC,24,Livermore,1,100,88101,PM2.5 - Local Conditions,120,Andersen RAAS2.5-300 PM2.5 SEQ w/WINS,41860,"San Francisco-Oakland-Hayward, CA",06,California,001,Alameda,37.687526,-121.784217
11/2/2000,AQS,060010007,1,12.4,ug/m3 LC,57,Livermore,1,100,88101,PM2.5 - Local Conditions,120,Andersen RAAS2.5-300 PM2.5 SEQ w/WINS,41860,"San Francisco-Oakland-Hayward, CA",06,California,001,Alameda,37.687526,-121.784217
11/5/2000,AQS,060010007,1,9.8,ug/m3 LC,52,Livermore,1,100,88101,PM2.5 - Local Conditions,120,Andersen RAAS2.5-300 PM2.5 SEQ w/WINS,41860,"San Francisco-Oakland-Hayward, CA",06,California,001,Alameda,37.687526,-121.784217
11/8/2000,AQS,060010007,1,13.5,ug/m3 LC,59,Livermore,1,100,88101,PM2.5 - Local Conditions,120,Andersen RAAS2.5-300 PM2.5 SEQ w/WINS,41860,"San Francisco-Oakland-Hayward, CA",06,California,001,Alameda,37.687526,-121.784217
11/11/2000,AQS,060010007,1,24.7,ug/m3 LC,80,Livermore,1,100,88101,PM2.5 - Local Conditions,120,Andersen RAAS2.5-300 PM2.5 SEQ w/WINS,41860,"San Francisco-Oakland-Hayward, CA",06,California,001,Alameda,37.687526,-121.784217
11/14/2000,AQS,060010007,1,20.9,ug/m3 LC,73,Livermore,1,100,88101,PM2.5 - Local Conditions,120,Andersen RAAS2.5-300 PM2.5 SEQ w/WINS,41860,"San Francisco-Oakland-Hayward, CA",06,California,001,Alameda,37.687526,-121.784217
11/17/2000,AQS,060010007,1,23.3,ug/m3 LC,77,Livermore,1,100,88101,PM2.5 - Local Conditions,120,Andersen RAAS2.5-300 PM2.5 SEQ w/WINS,41860,"San Francisco-Oakland-Hayward, CA",06,California,001,Alameda,37.687526,-121.784217
11/20/2000,AQS,060010007,1,56.4,ug/m3 LC,152,Livermore,1,100,88101,PM2.5 - Local Conditions,120,Andersen RAAS2.5-300 PM2.5 SEQ w/WINS,41860,"San Francisco-Oakland-Hayward, CA",06,California,001,Alameda,37.687526,-121.784217
11/23/2000,AQS,060010007,1,35.5,ug/m3 LC,101,Livermore,1,100,88101,PM2.5 - Local Conditions,120,Andersen RAAS2.5-300 PM2.5 SEQ w/WINS,41860,"San Francisco-Oakland-Hayward, CA",06,California,001,Alameda,37.687526,-121.784217
11/26/2000,AQS,060010007,1,27,ug/m3 LC,84,Livermore,1,100,88101,PM2.5 - Local Conditions,120,Andersen RAAS2.5-300 PM2.5 SEQ w/WINS,41860,"San Francisco-Oakland-Hayward, CA",06,California,001,Alameda,37.687526,-121.784217
11/29/2000,AQS,060010007,1,15,ug/m3 LC,62,Livermore,1,100,88101,PM2.5 - Local Conditions,120,Andersen RAAS2.5-300 PM2.5 SEQ w/WINS,41860,"San Francisco-Oakland-Hayward, CA",06,California,001,Alameda,37.687526,-121.784217
12/2/2000,AQS,060010007,1,35,ug/m3 LC,99,Livermore,1,100,88101,PM2.5 - Local Conditions,120,Andersen RAAS2.5-300 PM2.5 SEQ w/WINS,41860,"San Francisco-Oakland-Hayward, CA",06,California,001,Alameda,37.687526,-121.784217
12/5/2000,AQS,060010007,1,37,ug/m3 LC,105,Livermore,1,100,88101,PM2.5 - Local Conditions,120,Andersen RAAS2.5-300 PM2.5 SEQ w/WINS,41860,"San Francisco-Oakland-Hayward, CA",06,California,001,Alameda,37.687526,-121.784217
12/8/2000,AQS,060010007,1,28,ug/m3 LC,86,Livermore,1,100,88101,PM2.5 - Local Conditions,120,Andersen RAAS2.5-300 PM2.5 SEQ w/WINS,41860,"San Francisco-Oakland-Hayward, CA",06,California,001,Alameda,37.687526,-121.784217
12/11/2000,AQS,060010007,1,15.2,ug/m3 LC,62,Livermore,1,100,88101,PM2.5 - Local Conditions,120,Andersen RAAS2.5-300 PM2.5 SEQ w/WINS,41860,"San Francisco-Oakland-Hayward, CA",06,California,001,Alameda,37.687526,-121.784217
12/14/2000,AQS,060010007,1,6.9,ug/m3 LC,38,Livermore,1,100,88101,PM2.5 - Local Conditions,120,Andersen RAAS2.5-300 PM2.5 SEQ w/WINS,41860,"San Francisco-Oakland-Hayward, CA",06,California,001,Alameda,37.687526,-121.784217
12/17/2000,AQS,060010007,1,8.9,ug/m3 LC,49,Livermore,1,100,88101,PM2.5 - Local Conditions,120,Andersen RAAS2.5-300 PM2.5 SEQ w/WINS,41860,"San Francisco-Oakland-Hayward, CA",06,California,001,Alameda,37.687526,-121.784217
12/20/2000,AQS,060010007,1,36.3,ug/m3 LC,103,Livermore,1,100,88101,PM2.5 - Local Conditions,120,Andersen RAAS2.5-300 PM2.5 SEQ w/WINS,41860,"San Francisco-Oakland-Hayward, CA",06,California,001,Alameda,37.687526,-121.784217
12/23/2000,AQS,060010007,1,23.3,ug/m3 LC,77,Livermore,1,100,88101,PM2.5 - Local Conditions,120,Andersen RAAS2.5-300 PM2.5 SEQ w/WINS,41860,"San Francisco-Oakland-Hayward, CA",06,California,001,Alameda,37.687526,-121.784217
12/26/2000,AQS,060010007,1,38.3,ug/m3 LC,108,Livermore,1,100,88101,PM2.5 - Local Conditions,120,Andersen RAAS2.5-300 PM2.5 SEQ w/WINS,41860,"San Francisco-Oakland-Hayward, CA",06,California,001,Alameda,37.687526,-121.784217
12/29/2000,AQS,060010007,1,49.7,ug/m3 LC,136,Livermore,1,100,88101,PM2.5 - Local Conditions,120,Andersen RAAS2.5-300 PM2.5 SEQ w/WINS,41860,"San Francisco-Oakland-Hayward, CA",06,California,001,Alameda,37.687526,-121.784217
1/1/2000,AQS,060011001,1,12.2,ug/m3 LC,57,Fremont - Chapel Way,1,100,88101,PM2.5 - Local Conditions,120,Andersen RAAS2.5-300 PM2.5 SEQ w/WINS,41860,"San Francisco-Oakland-Hayward, CA",06,California,001,Alameda,37.535833,-121.961823
1/4/2000,AQS,060011001,1,16.1,ug/m3 LC,64,Fremont - Chapel Way,1,100,88101,PM2.5 - Local Conditions,120,Andersen RAAS2.5-300 PM2.5 SEQ w/WINS,41860,"San Francisco-Oakland-Hayward, CA",06,California,001,Alameda,37.535833,-121.961823
1/7/2000,AQS,060011001,1,42.2,ug/m3 LC,117,Fremont - Chapel Way,1,100,88101,PM2.5 - Local Conditions,120,Andersen RAAS2.5-300 PM2.5 SEQ w/WINS,41860,"San Francisco-Oakland-Hayward, CA",06,California,001,Alameda,37.535833,-121.961823
1/10/2000,AQS,060011001,1,10,ug/m3 LC,53,Fremont - Chapel Way,1,100,88101,PM2.5 - Local Conditions,120,Andersen RAAS2.5-300 PM2.5 SEQ w/WINS,41860,"San Francisco-Oakland-Hayward, CA",06,California,001,Alameda,37.535833,-121.961823
1/13/2000,AQS,060011001,1,9,ug/m3 LC,50,Fremont - Chapel Way,1,100,88101,PM2.5 - Local Conditions,120,Andersen RAAS2.5-300 PM2.5 SEQ w/WINS,41860,"San Francisco-Oakland-Hayward, CA",06,California,001,Alameda,37.535833,-121.961823
1/16/2000,AQS,060011001,1,7.8,ug/m3 LC,43,Fremont - Chapel Way,1,100,88101,PM2.5 - Local Conditions,120,Andersen RAAS2.5-300 PM2.5 SEQ w/WINS,41860,"San Francisco-Oakland-Hayward, CA",06,California,001,Alameda,37.535833,-121.961823
1/19/2000,AQS,060011001,1,6.9,ug/m3 LC,38,Fremont - Chapel Way,1,100,88101,PM2.5 - Local Conditions,120,Andersen RAAS2.5-300 PM2.5 SEQ w/WINS,41860,"San Francisco-Oakland-Hayward, CA",06,California,001,Alameda,37.535833,-121.961823
1/22/2000,AQS,060011001,1,10,ug/m3 LC,53,Fremont - Chapel Way,1,100,88101,PM2.5 - Local Conditions,120,Andersen RAAS2.5-300 PM2.5 SEQ w/WINS,41860,"San Francisco-Oakland-Hayward, CA",06,California,001,Alameda,37.535833,-121.961823
1/25/2000,AQS,060011001,1,5.5,ug/m3 LC,31,Fremont - Chapel Way,1,100,88101,PM2.5 - Local Conditions,120,Andersen RAAS2.5-300 PM2.5 SEQ w/WINS,41860,"San Francisco-Oakland-Hayward, CA",06,California,001,Alameda,37.535833,-121.961823
1/28/2000,AQS,060011001,1,23,ug/m3 LC,77,Fremont - Chapel Way,1,100,88101,PM2.5 - Local Conditions,120,Andersen RAAS2.5-300 PM2.5 SEQ w/WINS,41860,"San Francisco-Oakland-Hayward, CA",06,California,001,Alameda,37.535833,-121.961823
1/31/2000,AQS,060011001,1,7.9,ug/m3 LC,44,Fremont - Chapel Way,1,100,88101,PM2.5 - Local Conditions,120,Andersen RAAS2.5-300 PM2.5 SEQ w/WINS,41860,"San Francisco-Oakland-Hayward, CA",06,California,001,Alameda,37.535833,-121.961823
2/3/2000,AQS,060011001,1,9.5,ug/m3 LC,52,Fremont - Chapel Way,1,100,88101,PM2.5 - Local Conditions,120,Andersen RAAS2.5-300 PM2.5 SEQ w/WINS,41860,"San Francisco-Oakland-Hayward, CA",06,California,001,Alameda,37.535833,-121.961823
2/6/2000,AQS,060011001,1,8.5,ug/m3 LC,47,Fremont - Chapel Way,1,100,88101,PM2.5 - Local Conditions,120,Andersen RAAS2.5-300 PM2.5 SEQ w/WINS,41860,"San Francisco-Oakland-Hayward, CA",06,California,001,Alameda,37.535833,-121.961823
2/9/2000,AQS,060011001,1,17.5,ug/m3 LC,67,Fremont - Chapel Way,1,100,88101,PM2.5 - Local Conditions,120,Andersen RAAS2.5-300 PM2.5 SEQ w/WINS,41860,"San Francisco-Oakland-Hayward, CA",06,California,001,Alameda,37.535833,-121.961823
2/12/2000,AQS,060011001,1,5.2,ug/m3 LC,29,Fremont - Chapel Way,1,100,88101,PM2.5 - Local Conditions,120,Andersen RAAS2.5-300 PM2.5 SEQ w/WINS,41860,"San Francisco-Oakland-Hayward, CA",06,California,001,Alameda,37.535833,-121.961823
2/15/2000,AQS,060011001,1,11.1,ug/m3 LC,55,Fremont - Chapel Way,1,100,88101,PM2.5 - Local Conditions,120,Andersen RAAS2.5-300 PM2.5 SEQ w/WINS,41860,"San Francisco-Oakland-Hayward, CA",06,California,001,Alameda,37.535833,-121.961823
